LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
abad,nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,5.3,8.366,,13.666
abad,nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,22.0,5.2,7.9,0.1,13.0
abad,nestor,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,69.0,4.8,9.0,0.1,13.7
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,5.1,8.466,,13.566
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,5.1,8.566,,13.666
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,5.1,5.1,0.3,9.9
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,5.6,8.0,,13.6
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,5.3,7.766,,13.066
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,5.3,8.4,,13.7
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,5.5,8.166,,13.666
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,5.5,8.466,,13.966
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,4.7,8.466,,13.166
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,4.7,8.3,,13.0
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,4.8,9.066,,13.866
abbadini,yumin,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,84.0,4.8,8.9,0.1,13.6
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,5.4,8.433,,13.833
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,5.6,8.2,,13.8
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,5.6,8.166,,13.766
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,4.7,7.333,,12.033
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,5.0,7.533,,12.533
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,5.5,8.333,,13.833
abbadini,yumin,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,5.0,8.366,,13.366
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,5.5,8.266,,13.766
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,5.5,8.466,,13.966
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,5.3,8.166,,13.466
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,5.3,6.833,,12.133
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,5.3,8.7,,14.0
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,5.3,8.2,,13.5
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,5.7,8.4,,14.1
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,5.7,8.466,,14.166
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,5.7,8.566,,14.266
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,4.7,8.8,,13.5
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,4.7,8.566,,13.266
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,18.0,4.8,8.866,0.1,13.566
abbadini,yumin,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,64.0,4.8,8.933,,13.733
abbadini,yumin,m,ITA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,11.0,5.5,8.033,,13.533
abbadini,yumin,m,ITA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,10.0,5.3,8.233,,13.533
abbadini,yumin,m,ITA,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,15.0,6.4,7.033,,13.433
abdelhaleem,abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,5.2,7.2,0.4,12.0
abdelhaleem,abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,4.6,8.166,,12.766
abdelhaleem,abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,4.3,8.1,,12.4
abdelhaleem,abdelrahman,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,5.2,7.566,,12.766
abdelhaleem,abdelrahman,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,9.0,5.6,8.5,,14.1
abdelhaleem,abdelrahman,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,21.0,5.8,7.266,,13.066
abdelrahman,ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,5.4,7.433,0.9,11.933
abdelrahman,ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,4.4,8.566,,12.966
abdelrahman,ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,5.2,7.8,,13.0
abdelrahman,ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,4.9,8.266,,13.166
abdelrahman,ahmed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,50.0,5.2,8.766,,13.966
abdelrahman,ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,33.0,5.1,7.266,0.3,12.066
abdelrahman,ahmed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",FX,38.0,5.2,6.333,,0.4
abdelrahman,ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,12.0,5.2,8.266,,13.466
abdelrahman,ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,36.0,4.7,7.366,,12.066
abdelrahman,ahmed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT,17.0,5.6,7.833,,13.433
abdelrahman,ahmed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",VT,17.0,5.2,7.9,,13.1
abdelrahman,ahmed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",VT,,5.2,8.166,,13.366
abdullah,ally,m,MAS,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,46.0,4.8,5.133,,9.933
abdurakhimov,rasuljon,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,39.0,4.6,8.666,,13.266
abdurakhimov,rasuljon,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,28.0,6.0,8.233,,14.233
abdurakhimov,rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",HB,8.0,4.3,8.0,0.0,12.3
abdurakhimov,rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,5.0,4.6,8.75,0.0,13.35
abdurakhimov,rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",PB,1.0,5.5,8.733,0.0,14.23
abdurakhimov,rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,1.0,5.5,9.0,0.0,14.5
abdurakhimov,rasuljon,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",SR,16.0,4.1,8.4,0.0,12.5
abdurakhimov,rasuljon,m,UZB,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,27.0,4.5,8.033,,12.533
abdurakhimov,rasuljon,m,UZB,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",PB,7.0,5.9,8.366,,14.266
abdurakhimov,rasuljon,m,UZB,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,8.0,5.9,8.366,,14.266
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,104.0,5.3,6.3,,11.6
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,101.0,3.8,7.266,,11.066
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,56.0,6.0,7.166,,13.166
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,89.0,3.8,7.7,,11.5
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",SR,55.0,4.7,8.333,,13.033
abesadze,saba,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,96.0,5.2,7.966,0.3,12.866
abesadze,saba,m,GEO,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,99.0,4.5,7.566,,12.066
abesadze,saba,m,GEO,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,28.0,5.3,7.733,,13.033
abesadze,saba,m,GEO,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,23.0,5.0,7.7,,12.7
abesadze,saba,m,GEO,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,33.0,4.7,8.3,,13.0
abesadze,saba,m,GEO,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",FX,27.0,4.9,7.866,,12.766
abesadze,saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",FX,33.0,5.2,6.533,,11.733
abesadze,saba,m,GEO,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,21.0,5.2,7.7,,12.9
abesadze,saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,18.0,5.7,7.166,,12.866
abesadze,saba,m,GEO,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,35.0,4.5,7.766,,12.266
abiyurafi,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",HB,26.0,4.9,6.733,,11.633
abiyurafi,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,29.0,4.8,6.2,0.3,10.7
abiyurafi,,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,39.0,4.5,7.0,,11.5
abu,ahmad,m,JOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",PH,2.0,6.3,8.566,,14.866
abu,ahmad,m,JOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,8.0,6.3,8.066,,14.366
abu,ahmad,m,JOR,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",PH,8.0,5.5,6.3,,11.8
abu,ahmad,m,JOR,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,6.0,5.9,8.7,,14.6
abu,ahmad,m,JOR,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PH,26.0,5.1,7.7,,12.8
abu,ahmad,m,JOR,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,16.0,5.6,8.066,,13.666
achampong,ondine,m,ENG,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT,,5.0,9.15,,14.15
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,14.0,4.3,8.2,,12.5
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,19.0,4.3,8.0,,12.3
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,10.0,4.2,7.95,,12.15
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,7.0,4.2,7.65,,11.85
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,8.0,4.2,8.0,,12.2
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,9.0,4.5,8.4,,12.9
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,10.0,4.5,8.5,,13.0
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,9.0,4.1,7.7,,11.8
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,14.0,4.1,7.6,,11.7
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,10.0,4.0,7.8,,11.8
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,20.0,4.0,7.7,,11.7
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,14.0,4.0,9.0,,13.0
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,22.0,4.0,8.9,,12.9
adapa,karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,34.0,4.0,6.6,,10.6
adapa,karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,35.0,3.5,7.65,,11.15
adapa,karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,36.0,3.0,6.1,,9.1
adapa,karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,33.0,3.2,7.1,0.3,10.0
adapa,karthik,m,CAY,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT,,2.8,8.8,,11.6
adapa,karthik,m,CAY,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",HB,34.0,2.8,7.35,,10.15
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,65.0,5.1,8.0,,13.1
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,77.0,4.6,8.033,,12.633
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,39.0,5.8,8.066,,13.866
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,30.0,5.3,8.0,,13.3
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,62.0,4.9,8.066,,12.966
afify,mohamed,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,79.0,4.8,8.966,0.1,13.666
afify,mohamed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",HB,35.0,4.2,7.266,,11.466
afify,mohamed,m,EGY,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",PB,4.0,6.0,8.533,,14.533
afify,mohamed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",PB,7.0,6.0,8.433,,14.433
afify,mohamed,m,EGY,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",PB,2.0,6.0,8.066,,14.066
afify,mohamed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",PB,3.0,6.0,8.033,,14.033
afify,mohamed,m,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PB,15.0,5.8,7.333,,13.133
afify,mohamed,m,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",PH,24.0,5.3,7.4,,12.7
afify,mohamed,m,EGY,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",PH,34.0,5.3,7.0,,12.3
afify,mohamed,m,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",SR,26.0,4.9,7.9,,12.8
afzal,muhammad,m,PAK,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,39.0,2.9,5.5,,8.4
afzal,muhammad,m,PAK,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,35.0,2.7,5.85,4.3,4.25
afzal,muhammad,m,PAK,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT,18.0,2.4,7.8,,10.2
ahmad,mahdi,m,IRI,1-5 Aug 2023,2023 FISU World University Games,final,"Chengdu, China",SR,8.0,6.0,7.766,,13.76
ahmad,mahdi,m,IRI,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,6.0,6.0,8.6,,14.6
ahmad,mahdi,m,IRI,23-26 Feb 2023,FIG Apparatus World Cup 2023,final,"Cottbus, Germany",SR,2.0,6.0,8.766,,14.766
ahmad,mahdi,m,IRI,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,2.0,6.0,8.666,,14.666
ahmad,mahdi,m,IRI,1-4 Mar 2023,World Cup,final,"Doha, Qatar",SR,6.0,6.0,8.6,,14.6
ahmad,mahdi,m,IRI,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",SR,5.0,6.0,8.666,,14.666
ahmad,mahdi,m,IRI,9-12 Mar 2023,World Cup,final,"Baku, Azerbaijan",SR,2.0,6.0,8.5,,14.5
ahmad,mahdi,m,IRI,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",SR,2.0,6.0,8.5,,14.5
ahmed,shishir,m,BAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,38.0,3.5,5.9,0.3,9.1
ahmed,shishir,m,BAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,37.0,2.4,7.1,3.0,6.5
ahmed,shishir,m,BAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,41.0,2.2,3.9,4.0,2.1
ahmed,shishir,m,BAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,34.0,2.3,7.6,5.3,4.6
